Date,Open
2023-01-25,8300.0
2023-01-26,8225.0
2023-01-27,8700.0
2023-01-30,8725.0
2023-01-31,8625.0
2023-02-01,8575.0
2023-02-02,8425.0
2023-02-03,8550.0
2023-02-06,8750.0
2023-02-07,8775.0
2023-02-08,8825.0
2023-02-09,8825.0
2023-02-10,8875.0
2023-02-13,8875.0
2023-02-14,8850.0
2023-02-15,8875.0
2023-02-16,8825.0
2023-02-17,8775.0
2023-02-20,8725.0
2023-02-21,8775.0
2023-02-22,8700.0
2023-02-23,8625.0
2023-02-24,8775.0
2023-02-27,8675.0
2023-02-28,8775.0
2023-03-01,8725.0
2023-03-02,8600.0
2023-03-03,8650.0
2023-03-06,8550.0
2023-03-07,8350.0
2023-03-08,8400.0
2023-03-09,8650.0
2023-03-10,8500.0
2023-03-13,8450.0
2023-03-14,8425.0
2023-03-15,8450.0
2023-03-16,8300.0
2023-03-17,8375.0
2023-03-20,8400.0
2023-03-21,8400.0
2023-03-24,8700.0
2023-03-27,8825.0
2023-03-28,8800.0
2023-03-29,8675.0
2023-03-30,8900.0
2023-03-31,8825.0
2023-04-03,8825.0
2023-04-04,8825.0
2023-04-05,8775.0
2023-04-06,8700.0
2023-04-10,8725.0
2023-04-11,8825.0
2023-04-12,8900.0
2023-04-13,8950.0
2023-04-14,9000.0
2023-04-17,9025.0
2023-04-18,9050.0
2023-04-26,9125.0
2023-04-27,9100.0
2023-04-28,9100.0
2023-05-02,9100.0
2023-05-03,9050.0
2023-05-04,8925.0
2023-05-05,9000.0
2023-05-08,9000.0
2023-05-09,8950.0
2023-05-10,8925.0
2023-05-11,8900.0
2023-05-12,8750.0
2023-05-15,8875.0
2023-05-16,8800.0
2023-05-17,8775.0
2023-05-19,8900.0
2023-05-22,9000.0
2023-05-23,9050.0
2023-05-24,9200.0
2023-05-25,9100.0
2023-05-26,9175.0
2023-05-29,9250.0
2023-05-30,9200.0
2023-05-31,9300.0
2023-06-05,9150.0
2023-06-06,9050.0
2023-06-07,9125.0
2023-06-08,9075.0
2023-06-09,9175.0
2023-06-12,9150.0
2023-06-13,9175.0
2023-06-14,9100.0
2023-06-15,9100.0
2023-06-16,9100.0
2023-06-19,9000.0
2023-06-20,9025.0
2023-06-21,9050.0
2023-06-22,9125.0
2023-06-23,9025.0
2023-06-26,9025.0
2023-06-27,9050.0
2023-07-03,9025.0
2023-07-04,9150.0
2023-07-05,9050.0
2023-07-06,9050.0
2023-07-07,9025.0
2023-07-10,9100.0
2023-07-11,9100.0
2023-07-12,9075.0
2023-07-13,9200.0
2023-07-14,9175.0
2023-07-17,9200.0
2023-07-18,9200.0
2023-07-20,9200.0
2023-07-21,9150.0
2023-07-24,9200.0
2023-07-25,9175.0
2023-07-26,9175.0
2023-07-27,9400.0
2023-07-28,9200.0
2023-07-31,9175.0
2023-08-01,9175.0
2023-08-02,9125.0
2023-08-03,9150.0
2023-08-04,9250.0
2023-08-07,9150.0
2023-08-08,9275.0
2023-08-09,9275.0
2023-08-10,9400.0
2023-08-11,9425.0
2023-08-14,9325.0
2023-08-15,9325.0
2023-08-16,9275.0
2023-08-18,9250.0
2023-08-21,9225.0
2023-08-22,9150.0
2023-08-23,9300.0
2023-08-24,9250.0
2023-08-25,9200.0
2023-08-28,9250.0
2023-08-29,9275.0
2023-08-30,9300.0
2023-08-31,9200.0
2023-09-01,9200.0
2023-09-04,9225.0
2023-09-05,9250.0
2023-09-06,9200.0
2023-09-07,9125.0
2023-09-08,9100.0
2023-09-11,9075.0
2023-09-12,9100.0
2023-09-13,9050.0
2023-09-14,9000.0
2023-09-15,9050.0
2023-09-18,9050.0
2023-09-19,9000.0
2023-09-20,9125.0
2023-09-21,9125.0
2023-09-22,9125.0
2023-09-25,9075.0
2023-09-26,9000.0
